year,team,recruiting_avg,recruiting_points,overall_avg,overall_points,transfer_avg,transfer_points
2022,northwestern,86.98,191.62,85.99,199.26,82.0,13.33
2022,northwestern state,85.78,15.78,82.69,49.97,81.67,11.35
2022,notre dame,91.82,275.44,91.71,279.34,90.5,19.28
2022,ohio,83.68,53.67,83.14,63.63,81.0,3.47
2022,ohio state,94.17,300.95,93.89,304.34,91.0,20.05
2022,oklahoma,91.55,266.73,90.25,274.35,88.15,61.86
2022,oklahoma state,87.61,217.39,87.31,220.91,85.33,15.2
2022,old dominion,82.75,118.85,82.52,123.58,80.0,3.11
2022,ole miss,88.79,217.92,88.75,259.08,88.71,84.91
2022,oregon,90.78,243.37,89.65,258.41,87.25,43.34
2022,oregon state,86.24,185.4,86.22,188.49,86.0,6.05
2022,penn state,91.02,278.66,90.87,279.71,89.0,16.22
2022,pennsylvania,82.28,12.28,82.28,12.28,,
2022,pittsburgh,86.56,153.09,87.01,187.06,88.25,27.95
2022,portland state,81.95,23.86,83.64,40.62,87.0,6.78
2022,princeton,84.35,56.25,84.35,56.25,,
2022,professional,,,88.0,35.9,88.0,14.61
2022,purdue,86.72,206.4,86.5,212.78,85.6,23.96
2022,rhode island,80.67,10.67,80.67,10.67,,
2022,rice,82.81,102.87,83.11,128.47,84.0,13.36
2022,richmond,79.67,19.28,80.78,32.06,83.0,4.32
2022,rutgers,87.2,209.71,87.15,223.7,87.0,37.42
2022,sacramento state,82.67,12.67,82.33,24.59,82.0,3.87
2022,sam houston,83.88,101.32,82.93,140.41,81.67,18.72
2022,samford,,,80.0,10.0,80.0,3.11
2022,san diego,,,79.0,9.0,79.0,2.77
2022,san diego state,84.66,168.39,84.56,176.77,84.0,13.76
2022,san jose state,83.28,151.92,83.59,169.79,84.6,21.43
2022,smu,85.9,146.38,86.11,207.76,86.25,53.26
2022,snow college,,,,,79.0,2.77
2022,south alabama,82.14,119.39,82.29,161.14,82.4,29.91
2022,south carolina,87.82,220.16,88.29,236.72,89.44,58.09
2022,south carolina state,84.53,28.97,84.53,28.97,,
2022,south dakota,,,87.0,17.0,87.0,6.78
2022,south dakota state,,,85.0,15.0,85.0,5.4
2022,southeast missouri state,81.67,11.67,81.67,11.67,,
2022,southeastern louisiana,85.31,45.52,85.31,45.52,,
2022,southern,,,84.0,14.0,84.0,4.83
2022,southern arkansas,,,,,79.0,2.77
2022,southern illinois,82.67,25.26,80.48,84.26,79.86,15.35
2022,southern miss,82.91,153.89,83.32,170.97,84.1,30.96
2022,southern utah,,,84.0,14.0,84.0,4.83
2022,southwest mississippi c.c.,,,,,81.0,3.47
2022,st. thomas,,,,,80.0,3.11
2022,stanford,88.13,229.74,88.17,232.15,89.0,8.45
2022,stephen f. austin,79.44,9.44,79.81,29.17,80.0,5.91
2022,stony brook,,,79.0,9.0,79.0,2.77
2022,syracuse,85.33,166.16,85.27,190.77,85.14,31.94
2022,tarleton state,,,83.5,26.92,83.5,8.66
2022,tcu,88.03,194.07,87.41,230.5,86.79,54.58
2022,temple,84.0,121.74,83.94,166.67,83.88,27.56
2022,tennessee,88.1,233.22,87.9,237.65,87.0,28.94
2022,tennessee tech,84.17,14.17,84.58,29.08,85.0,5.4
2022,texas,91.17,289.04,91.14,299.2,91.0,60.5
2022,texas a&m,95.0,333.13,94.9,333.33,92.0,11.21
2022,texas southern,87.37,17.37,87.37,17.37,,
2022,texas state,80.61,51.34,81.17,109.61,81.57,19.03
2022,texas tech,86.84,197.4,86.11,213.12,84.91,40.23
2022,the citadel,79.89,9.89,80.44,20.83,81.0,3.47
2022,tiffin,,,,,80.0,3.11
2022,toledo,83.19,134.89,83.26,153.58,83.5,15.94
2022,towson,80.06,10.06,82.03,23.99,84.0,4.83
2022,trinity valley c.c.,,,,,79.0,2.77
2022,troy,81.37,65.19,81.75,77.16,84.0,4.83
2022,tulane,84.21,160.73,84.35,177.64,84.8,22.59
2022,tulsa,82.09,113.34,82.64,137.61,84.67,14.62
2022,uab,82.2,142.49,82.6,153.88,86.0,11.62
2022,uc davis,82.81,12.81,82.81,12.81,,
2022,ucf,87.08,186.37,87.55,219.42,88.33,51.35
2022,ucla,89.04,175.37,88.71,229.41,88.42,58.26
2022,uconn,82.91,112.35,82.78,132.28,82.33,11.36
2022,ul monroe,80.16,49.36,80.47,60.07,82.0,3.87
2022,unlv,83.97,121.78,83.84,148.77,83.5,16.05
2022,usc,92.31,165.48,90.68,286.32,90.0,95.99
2022,usf,84.65,136.48,83.68,182.47,82.85,34.02
2022,ut martin,80.44,10.44,80.72,21.38,81.0,3.47
2022,utah,87.47,206.57,87.47,219.19,87.5,26.16
2022,utah state,82.51,152.31,83.04,170.68,84.83,26.84
2022,utah tech,81.33,11.33,82.67,25.26,84.0,4.83
2022,utep,80.44,90.95,80.31,96.0,79.0,2.77
2022,utsa,84.69,162.04,84.65,180.07,84.5,20.13
2022,vanderbilt,86.85,211.97,86.59,213.42,85.2,23.74
2022,villanova,82.17,12.17,82.08,24.09,82.0,3.87
2022,virginia,85.06,169.89,85.48,191.35,86.8,28.55
2022,virginia tech,86.6,208.77,86.55,213.79,86.25,22.76
2022,wagner,,,79.0,9.0,79.0,2.77
2022,wake forest,86.13,164.19,85.98,175.81,85.0,11.01
2022,washington,86.08,129.55,86.69,195.05,87.38,42.03
2022,washington state,84.26,175.48,84.93,194.42,88.25,28.45
2022,weber state,82.17,12.17,82.17,12.17,,
2022,west virginia,86.82,209.05,86.69,215.63,86.29,33.79
2022,western carolina,82.12,88.26,82.12,88.26,,
2022,western illinois,83.0,13.0,83.0,13.0,,
2022,western kentucky,82.72,136.74,82.91,163.22,83.29,23.93
2022,western michigan,82.05,119.04,82.05,119.04,,
2022,western new mexico,,,,,80.0,3.11
2022,wisconsin,87.66,194.42,87.14,215.87,85.83,31.91
2022,wyoming,81.84,133.87,81.68,139.77,80.5,6.31
2022,yale,84.42,28.75,84.42,28.75,,
2022,youngstown state,85.46,30.85,85.46,30.85,,
2023,abilene christian,85.08,15.08,85.08,15.08,,
2023,air force,80.79,139.12,80.79,139.12,,
2023,akron,80.91,128.05,81.19,135.11,86.0,5.02
2023,alabama,94.88,328.0,94.11,328.57,89.8,34.71
2023,alabama a&m,75.0,5.0,78.0,15.97,81.0,2.81
2023,alabama state,81.7,11.7,81.7,11.7,,
2023,alcorn state,82.0,12.0,82.0,12.0,,
2023,appalachian state,83.35,161.99,83.39,164.51,84.0,3.94
2023,arizona,85.77,204.94,86.09,216.68,87.13,36.31
2023,arizona state,86.58,201.23,86.45,227.76,86.35,56.69
2023,arkansas,88.48,229.38,88.46,243.83,88.44,62.34
2023,arkansas state,83.49,168.45,83.49,168.45,,
2023,arkansas-pine bluff,86.22,16.22,86.22,16.22,,
2023,army,81.01,148.48,81.01,148.48,,
2023,auburn,89.36,242.9,89.39,260.54,89.42,74.18
2023,austin peay,83.58,77.84,83.58,77.84,,
2023,ball state,82.11,139.88,82.16,143.03,83.0,3.51
2023,baylor,87.48,210.79,87.48,226.96,87.46,52.04
2023,bethune-cookman,80.0,10.0,79.5,18.94,79.0,2.26
2023,blinn college,,,,,84.0,3.94
2023,boise state,84.43,179.7,84.56,183.82,86.0,9.55
2023,boston college,86.12,185.3,86.74,210.01,87.89,40.56
2023,bowling green,81.94,103.84,81.94,103.84,,
2023,brown,79.0,9.0,79.0,9.0,,
2023,buffalo,82.11,160.26,82.56,175.53,83.67,23.66
2023,butler,77.0,20.81,77.0,20.81,,
2023,byu,85.28,188.74,86.04,222.18,86.89,54.2
2023,cal poly,81.57,130.43,81.98,140.17,88.0,6.48
2023,california,86.15,162.74,87.0,219.48,87.65,56.22
2023,campbell,81.88,150.17,81.88,150.17,,
2023,central arkansas,83.81,27.53,85.2,45.19,88.0,6.48
2023,central michigan,78.58,150.11,78.58,150.11,,
2023,charlotte,83.21,86.71,83.18,96.65,83.0,3.51
2023,chattanooga,81.7,11.7,81.7,11.7,,
2023,cincinnati,87.29,167.89,86.36,211.7,85.71,42.08
2023,clemson,90.78,273.39,90.49,273.59,83.0,3.51
2023,coastal carolina,83.79,127.65,84.48,155.57,87.0,16.35
2023,colgate,82.63,49.66,82.63,49.66,,
2023,colorado,87.69,219.75,87.31,259.34,87.16,78.3
2023,colorado state,83.9,179.33,84.05,183.27,88.0,6.48
2023,columbia,77.0,7.0,77.0,7.0,,
2023,dartmouth,81.08,22.11,81.08,22.11,,
2023,davidson,77.0,7.0,77.0,7.0,,
2023,delaware,81.5,34.18,81.5,34.18,,
2023,drake,72.0,2.0,72.0,2.0,,
2023,duke,85.64,191.8,85.79,199.25,86.22,32.62
2023,duquesne,82.0,35.7,82.0,35.7,,
2023,east carolina,84.7,180.54,85.09,201.65,85.64,37.37
2023,east mississippi c.c.,,,,,87.0,5.71
2023,east tennessee state,82.0,12.0,82.0,12.0,,
2023,eastern illinois,79.39,18.75,79.39,18.75,,
2023,eastern kentucky,83.97,27.87,83.97,27.87,,
2023,eastern michigan,82.68,159.68,82.68,159.68,,
2023,eastern washington,80.12,89.22,80.12,89.22,,
2023,fiu,82.93,153.61,82.93,153.61,,
2023,florida,91.41,271.43,90.47,278.16,88.75,56.47
2023,florida a&m,83.77,66.67,83.77,66.67,,
2023,florida atlantic,83.77,164.83,84.11,174.38,87.5,11.66
2023,florida state,89.61,239.37,90.12,269.8,91.0,72.48
2023,fordham,82.0,12.0,82.0,12.0,,
2023,fresno state,83.14,164.24,83.47,173.06,87.0,11.29
2023,furman,82.04,12.04,82.04,12.04,,
2023,gardner-webb,81.0,11.0,81.0,11.0,,
2023,georgetown,79.0,9.0,79.0,9.0,,
2023,georgia,94.06,315.67,93.65,317.39,91.0,33.43
2023,georgia southern,81.83,141.44,81.83,141.44,,
2023,georgia state,82.42,121.63,81.23,152.35,80.21,19.6
2023,georgia tech,85.78,186.74,86.14,204.2,86.69,41.9
2023,grambling state,82.15,36.08,82.15,36.08,,
2023,grand valley state,78.67,87.35,78.67,87.35,,
2023,harvard,83.48,77.04,83.48,77.04,,
2023,hawaii,81.19,144.22,81.19,144.22,,
2023,holy cross,78.0,8.0,78.0,8.0,,
2023,houston,86.32,196.36,86.28,217.03,86.24,44.96
2023,houston christian,83.88,41.23,83.88,41.23,,
2023,howard,85.03,29.98,85.03,29.98,,
2023,idaho,81.09,149.3,81.09,149.3,,
2023,idaho state,80.57,69.7,80.57,69.7,,
2023,illinois,86.08,206.29,86.32,213.6,87.6,26.52
2023,illinois state,79.83,38.66,79.83,38.66,,
2023,incarnate word,85.55,46.19,83.91,54.7,79.0,2.26
2023,indiana,86.35,177.6,86.71,220.57,87.0,55.94
2023,indiana state,78.25,32.5,78.25,32.5,,
2023,iowa,86.79,204.36,87.26,221.51,88.71,40.42
2023,iowa state,86.56,204.94,86.52,207.47,86.0,9.99
2023,jackson state,83.89,101.51,83.89,101.51,,
2023,jacksonville state,83.93,27.77,83.95,41.43,84.0,3.94
2023,james madison,82.96,25.85,84.64,43.54,88.0,6.48
2023,kansas,86.17,169.88,86.21,204.45,86.27,39.15
2023,kansas state,86.54,212.31,86.87,222.1,89.0,26.31
2023,kennesaw state,82.37,12.37,82.37,12.37,,
2023,kent state,81.03,103.37,81.03,103.37,,
2023,kentucky,87.89,212.42,88.26,236.46,88.83,58.99
2023,liberty,83.03,135.09,83.17,142.07,85.0,4.44
2023,lindenwood,79.0,9.0,79.0,9.0,,
2023,louisiana,83.37,161.64,83.37,161.64,,
2023,louisiana tech,83.38,163.34,83.89,177.08,87.67,17.18
2023,louisville,89.21,221.44,88.2,245.2,87.52,61.62
2023,lsu,91.83,288.7,91.37,297.52,90.46,74.03
2023,maine,74.0,4.0,74.0,4.0,,
2023,marshall,82.61,101.71,82.95,113.12,86.0,5.02
2023,maryland,86.37,206.46,87.1,228.37,89.0,51.39
2023,massachusetts,82.04,88.27,82.54,171.78,82.73,31.74
2023,mcneese,87.03,17.03,87.03,17.03,,
2023,memphis,84.38,186.18,84.67,194.47,87.0,16.04
2023,miami (fl),91.59,285.13,91.07,292.02,90.08,68.35
2023,miami (oh),81.92,127.52,81.93,131.69,82.0,3.13
2023,michigan,89.09,245.13,89.21,259.68,89.56,56.42
2023,michigan state,88.79,229.39,87.41,245.9,85.64,42.69
2023,middle tennessee,82.19,105.66,82.19,105.66,,
2023,minnesota,86.66,201.22,86.65,215.44,86.64,42.21
2023,mississippi state,87.48,223.06,87.34,228.37,87.0,43.57
2023,mississippi valley state,83.17,13.17,83.17,13.17,,
2023,missouri,87.58,213.63,87.82,229.42,88.33,44.36
2023,missouri state,80.25,75.46,80.25,75.46,,
2023,monmouth,81.5,11.5,81.5,11.5,,
2023,montana,79.26,74.58,79.26,74.58,,
2023,montana state,80.25,75.29,80.25,75.29,,
2023,morgan state,77.0,7.0,77.0,7.0,,
2023,murray state,84.78,14.78,84.78,14.78,,
2023,navy,81.15,89.42,81.15,89.42,,
2023,nc state,87.49,204.08,87.12,216.89,86.0,27.39
2023,nebraska,87.26,224.12,87.44,235.31,87.91,48.36
2023,nevada,82.13,141.14,82.73,156.87,87.5,11.66
2023,new hampshire,76.0,6.0,76.0,6.0,,
2023,new mexico,81.09,133.18,81.32,139.96,85.0,4.44
2023,new mexico state,80.75,139.81,80.75,139.81,,
2023,north carolina,87.69,220.03,87.78,237.12,88.0,46.54
2023,north dakota,77.0,27.54,77.0,27.54,,
2023,north dakota state,80.11,94.4,80.11,94.4,,
2023,north texas,83.58,145.67,83.58,145.67,,
2023,northern arizona,81.5,83.94,81.56,92.4,82.0,3.13
2023,northern colorado,83.49,26.9,83.49,26.9,,
2023,northern illinois,81.39,142.13,81.39,142.13,,
2023,northern iowa,78.44,68.16,78.44,68.16,,
2023,northwestern,86.95,200.11,86.96,206.18,87.0,15.72
2023,notre dame,91.77,272.74,90.99,277.97,88.43,42.39
2023,ohio,82.07,146.55,82.07,146.55,,
2023,ohio state,93.44,290.72,92.54,297.91,89.86,47.0
2023,oklahoma,91.47,289.03,90.53,295.53,89.0,67.06
2023,oklahoma state,85.69,194.4,86.52,220.08,87.92,52.54
2023,old dominion,82.33,133.93,82.33,133.93,,
2023,ole miss,89.9,227.96,89.3,263.89,88.86,75.01
2023,oregon,90.9,278.44,90.42,282.91,89.43,66.43
2023,oregon state,85.88,198.72,86.43,215.88,88.33,33.15
2023,penn state,91.14,270.1,90.53,274.51,88.17,34.74
2023,pennsylvania,81.15,54.16,81.15,54.16,,
2023,pittsburgh,86.66,196.32,86.94,210.89,87.83,31.06
2023,portland state,80.35,138.28,80.35,138.28,,
2023,presbyterian,79.58,19.12,79.58,19.12,,
2023,princeton,82.52,116.33,82.52,116.33,,
2023,purdue,86.25,175.09,86.8,208.98,87.55,44.78
2023,rice,82.22,163.01,82.25,163.92,83.0,3.51
2023,rutgers,85.88,190.36,86.36,207.17,87.71,34.44
2023,sacramento state,81.83,102.45,81.83,102.45,,
2023,sam houston,82.9,141.34,82.9,141.34,,
2023,san diego,79.2,44.65,79.2,44.65,,
2023,san diego state,83.82,170.84,84.39,186.28,88.0,18.12
2023,san jose state,80.66,132.14,80.66,132.14,,
2023,savannah state,80.0,10.0,80.0,10.0,,
2023,smu,85.35,171.15,86.51,221.48,87.23,60.55
2023,south alabama,84.46,153.0,84.55,167.36,85.0,12.41
2023,south carolina,89.81,256.14,89.42,263.03,88.5,49.28
2023,south dakota,79.71,47.09,79.71,47.09,,
2023,south dakota state,77.0,20.83,77.0,20.83,,
2023,southeast missouri state,80.46,41.16,80.46,41.16,,
2023,southern,82.78,12.78,82.78,12.78,,
2023,southern illinois,78.36,55.35,78.36,55.35,,
2023,southern miss,82.69,162.19,82.69,162.19,,
2023,southern utah,80.0,65.57,80.0,65.57,,
2023,stanford,87.01,203.62,86.79,207.26,85.33,12.78
2023,stephen f. austin,83.76,27.45,83.76,27.45,,
2023,syracuse,84.59,165.78,85.17,188.51,86.83,27.79
2023,tarleton state,81.8,35.1,81.8,35.1,,
2023,tcu,88.7,235.07,88.56,244.94,88.31,53.87
2023,temple,82.62,162.37,82.9,169.16,89.0,7.32
2023,tennessee,90.99,276.4,90.28,281.27,88.13,43.89
2023,tennessee state,77.0,7.0,77.0,7.0,,
2023,tennessee tech,82.33,36.68,82.33,36.68,,
2023,texas,92.96,306.31,92.5,312.34,90.2,38.62
2023,texas a&m,91.6,268.85,90.08,281.77,87.67,50.56
2023,texas southern,85.11,15.11,85.11,15.11,,
2023,texas state,83.96,148.57,84.37,175.56,85.33,22.9
2023,texas tech,87.67,222.02,87.73,227.75,88.0,32.21
2023,the citadel,84.37,14.37,84.37,14.37,,
2023,toledo,82.89,136.97,82.89,136.97,,
2023,towson,77.0,7.0,77.0,7.0,,
2023,troy,83.0,151.93,83.39,164.51,86.5,10.82
2023,tulane,84.2,172.87,84.46,181.19,87.0,11.01
2023,tulsa,83.15,121.89,83.82,143.09,87.5,11.85
2023,uab,84.11,156.39,84.1,160.61,84.0,3.94
2023,uc davis,82.0,112.24,82.0,112.24,,
2023,ucf,87.79,196.98,87.0,226.12,86.29,45.2
2023,ucla,88.83,206.15,88.81,245.02,88.79,63.06
2023,uconn,82.04,35.85,82.04,35.85,,
2023,ul monroe,80.41,92.56,80.91,104.44,86.0,5.02
2023,unlv,80.83,115.43,80.83,115.43,,
2023,usc,91.67,280.44,91.05,294.41,90.07,74.31
2023,usf,84.91,165.19,84.98,174.09,85.5,9.0
2023,utah,88.69,234.58,88.37,244.16,87.5,40.86
2023,utah state,82.71,152.99,82.84,157.99,85.0,4.44
2023,utah tech,80.66,70.06,80.66,70.06,,
2023,utep,80.64,142.62,80.64,142.62,,
2023,utsa,85.06,187.6,84.85,188.94,82.5,6.42
2023,valparaiso,79.0,17.96,79.0,17.96,,
2023,vanderbilt,85.94,195.39,85.86,197.77,85.0,8.81
2023,villanova,85.0,15.0,85.0,15.0,,
2023,virginia,85.4,180.69,85.96,201.67,87.22,37.74
2023,virginia tech,86.44,205.58,86.91,219.59,88.33,44.47
2023,wake forest,85.94,193.23,86.03,199.66,86.67,15.2
2023,washington,88.17,223.92,88.34,236.84,88.86,40.45
2023,washington state,84.96,184.96,85.16,192.13,85.75,27.77
2023,weber state,82.42,91.33,82.42,91.33,,
2023,west virginia,86.61,199.09,86.83,219.06,87.17,45.83
2023,western carolina,82.76,83.34,82.76,83.34,,
2023,western illinois,76.67,19.84,76.67,19.84,,
2023,western kentucky,83.72,66.56,83.72,66.56,,
2023,western michigan,82.72,147.73,82.9,153.39,86.0,5.02
2023,wisconsin,87.32,188.21,87.34,221.73,87.36,50.95
2023,wofford,82.0,12.0,82.0,12.0,,
2023,wyoming,81.46,129.73,81.46,129.73,,
2023,yale,80.09,74.34,80.09,74.34,,
2023,youngstown state,79.33,27.75,79.33,27.75,,
2024,abilene christian,84.0,27.93,83.67,40.63,,
2024,air force,79.97,132.54,79.97,132.54,,
2024,akron,82.48,142.52,83.19,173.19,84.08,18.53
2024,alabama,93.12,310.74,92.11,317.38,90.07,67.41
2024,alabama a&m,83.5,26.92,83.5,26.92,,
2024,alabama state,84.06,41.78,84.06,41.78,,
2024,albany,85.0,15.0,85.0,15.0,,
2024,appalachian state,83.17,155.02,83.5,176.63,83.88,19.84
2024,arizona,85.85,177.13,86.07,218.46,86.22,38.63
2024,arizona state,86.58,199.47,86.56,220.05,86.56,41.69
2024,arkansas,88.41,221.13,87.64,241.66,86.95,42.93
2024,arkansas state,83.31,169.08,83.29,178.04,83.27,17.77
2024,army,78.97,119.95,78.97,119.95,,
2024,auburn,92.1,275.39,90.23,283.99,87.73,42.61
2024,austin peay,83.6,53.3,83.68,66.06,,
2024,ball state,80.94,140.08,81.47,155.23,82.5,13.96
2024,baylor,86.86,183.26,86.83,217.29,86.81,38.72
2024,bethune-cookman,82.19,90.42,82.19,90.42,,
2024,boise state,84.82,183.13,84.83,195.52,84.88,19.88
2024,boston college,85.28,153.23,86.07,197.25,87.1,29.87
2024,bowling green,82.09,150.45,82.64,168.99,83.64,15.98
2024,brown,86.14,16.14,86.14,16.14,,
2024,bryant,86.0,16.0,86.0,16.0,,
2024,bucknell,77.0,13.96,77.0,13.96,,
2024,buffalo,81.77,140.65,82.11,162.68,82.58,13.52
2024,byu,85.79,202.7,85.87,210.53,86.13,22.85
2024,cal poly,82.11,132.67,82.11,132.67,,
2024,california,86.2,192.82,86.47,225.77,86.7,49.04
2024,campbell,82.56,72.37,82.56,72.37,,
2024,central arkansas,84.4,93.99,84.4,93.99,,
2024,central michigan,81.98,139.75,82.22,152.82,83.25,8.59
2024,central missouri,,,,,85.0,3.24
2024,charlotte,84.15,169.59,84.37,192.28,84.52,24.68
2024,chattanooga,85.0,44.57,84.75,57.82,,
2024,cincinnati,86.36,196.86,86.4,212.37,86.43,37.33
2024,clemson,90.63,272.16,90.63,272.16,,
2024,coastal carolina,84.16,169.22,83.96,186.74,83.73,20.17
2024,colgate,80.85,21.65,80.85,21.65,,
2024,colorado,90.25,164.25,87.93,257.17,87.41,57.96
2024,colorado state,84.41,175.58,84.26,184.98,83.88,15.06
2024,columbia,82.0,12.0,82.0,12.0,,
2024,cornell,78.0,15.96,78.0,15.96,,
2024,dartmouth,80.0,10.0,80.0,10.0,,
2024,dayton,78.0,23.76,78.0,23.76,,
2024,delaware,82.9,62.42,82.9,62.42,,
2024,duke,86.65,183.9,86.42,213.38,86.19,37.18
2024,duquesne,83.43,26.8,83.43,26.8,,
2024,east carolina,84.12,171.37,84.51,191.62,84.94,26.08
2024,east mississippi c.c.,,,,,88.0,5.24
2024,east tennessee state,81.67,34.66,82.5,49.06,85.0,3.24
2024,east texas a&m,84.0,14.0,84.0,14.0,,
2024,eastern illinois,78.4,40.96,79.71,64.53,83.0,4.76
2024,eastern kentucky,81.05,81.88,81.37,92.77,,
2024,eastern michigan,81.74,156.82,82.5,177.57,83.58,21.1
2024,eastern washington,80.77,123.33,81.09,131.84,86.0,3.81
2024,fiu,81.95,142.46,82.3,160.24,83.0,13.43
2024,florida,91.35,268.23,90.46,288.11,89.27,60.77
2024,florida a&m,76.0,6.0,83.6,66.24,85.5,12.23
2024,florida atlantic,84.14,172.07,83.99,189.76,83.85,24.2
2024,florida state,90.9,271.74,90.24,280.77,89.35,59.48
2024,fordham,82.26,24.46,82.26,24.46,,
2024,fresno state,83.47,164.25,84.07,185.86,85.71,20.67
2024,furman,82.0,12.0,82.0,12.0,,
2024,georgetown,82.75,50.06,82.75,50.06,,
2024,georgia,93.37,317.19,92.71,319.02,90.56,51.58
2024,georgia southern,82.43,156.6,82.77,171.45,83.5,15.61
2024,georgia state,82.64,136.08,82.73,170.98,82.77,17.97
2024,georgia tech,87.39,213.99,86.83,217.82,85.85,26.83
2024,grambling state,84.45,56.69,84.16,68.5,,
2024,grand valley state,76.74,54.99,76.74,54.99,,
2024,hampton,85.38,30.66,85.38,30.66,,
2024,harvard,81.06,81.03,81.06,81.03,,
2024,hawaii,81.95,140.84,82.53,159.14,85.0,11.08
2024,holy cross,80.87,42.9,80.87,42.9,,
2024,houston,86.37,184.0,86.46,217.3,86.52,40.0
2024,houston christian,84.19,103.31,84.19,103.31,,
2024,howard,78.75,34.46,78.75,34.46,,
2024,idaho,80.74,144.49,80.74,144.49,,
2024,idaho state,80.22,82.73,80.22,82.73,,
2024,illinois,86.66,198.83,86.66,218.82,86.67,33.42
2024,illinois state,79.5,37.31,79.5,37.31,,
2024,incarnate word,,,83.0,25.93,83.0,4.76
2024,indiana,85.88,179.89,86.37,218.79,86.64,42.16
2024,indiana state,79.0,35.44,79.0,35.44,,
2024,iowa,87.64,215.38,87.35,218.11,85.33,9.34
2024,iowa state,85.64,192.74,85.86,199.47,86.57,21.38
2024,jackson state,83.07,86.19,83.19,97.19,,
2024,jacksonville state,81.6,120.82,82.46,166.55,83.2,17.99
2024,james madison,83.11,143.17,83.47,186.84,83.7,24.69
2024,kansas,87.6,203.0,87.41,222.9,87.1,31.07
2024,kansas state,86.84,190.56,86.93,215.06,87.13,28.07
2024,kennesaw state,81.89,124.34,81.76,151.19,81.56,10.58
2024,kent state,81.55,152.94,81.77,166.14,82.14,15.37
2024,kentucky,88.3,237.8,88.34,251.11,88.42,46.15
2024,lafayette,80.0,10.0,80.0,10.0,,
2024,lamar,82.5,60.62,82.5,60.62,,
2024,lehigh,81.08,32.99,81.08,32.99,,
2024,liberty,84.1,157.16,83.55,177.66,83.06,18.69
2024,lindenwood,79.84,64.96,79.84,64.96,,
2024,liu,85.0,15.0,85.0,15.0,,
2024,louisiana,83.03,154.68,83.5,176.07,84.83,15.39
2024,louisiana tech,82.32,150.44,82.96,178.62,83.73,20.78
2024,louisville,87.09,190.64,87.36,229.02,87.5,51.02
2024,lsu,90.82,278.74,90.42,281.98,89.0,37.58
2024,marshall,83.74,149.75,84.0,188.44,84.15,26.65
2024,maryland,86.81,209.92,86.82,215.8,86.83,20.96
2024,massachusetts,82.49,121.44,83.11,174.0,83.42,20.97
2024,mcneese,83.98,27.89,84.49,56.9,85.0,6.5
2024,memphis,84.63,178.36,84.77,203.3,84.86,32.68
2024,mercer,82.0,12.0,83.0,25.93,,
2024,miami (fl),91.0,291.52,90.26,299.1,88.93,55.27
2024,miami (oh),83.32,164.93,83.41,170.44,83.8,10.31
2024,michigan,90.27,261.9,89.43,263.9,87.0,29.18
2024,michigan state,86.53,203.51,87.02,234.8,87.5,52.37
2024,middle tennessee,81.83,147.11,82.26,160.77,83.0,14.45
2024,minnesota,87.52,213.06,87.44,233.32,87.31,40.12
2024,mississippi state,87.68,224.84,87.22,229.75,86.56,35.36
2024,mississippi valley state,85.21,30.33,85.21,30.33,,
2024,missouri,89.35,241.92,89.18,259.98,88.93,51.53
2024,missouri state,80.67,31.73,81.75,46.21,85.0,3.24
2024,monmouth,86.24,32.38,86.24,32.38,,
2024,montana,79.6,83.91,80.33,103.05,84.0,5.14
2024,montana state,82.22,127.34,82.22,127.34,,
2024,murray state,84.7,43.72,84.7,43.72,,
2024,navarro college,,,,,85.0,3.24
2024,navy,81.75,86.13,81.75,86.13,,
2024,nc state,87.66,225.02,87.92,243.34,88.33,48.87
2024,nebraska,88.23,247.73,88.26,251.69,88.38,32.4
2024,nevada,82.85,139.29,83.32,184.44,83.65,24.06
2024,new hampshire,84.71,29.33,84.71,29.33,,
2024,new mexico,83.35,26.63,82.89,166.97,82.85,18.27
2024,new mexico state,80.56,69.54,82.49,157.09,83.54,17.35
2024,nicholls,85.83,47.08,85.83,47.08,,
2024,norfolk state,85.83,15.83,85.83,15.83,,
2024,north alabama,83.0,25.93,83.0,25.93,,
2024,north carolina,87.84,228.81,87.51,233.85,86.6,28.74
2024,north carolina a&t,84.78,14.78,84.78,14.78,,
2024,north carolina central,84.22,14.22,84.22,14.22,,
2024,north dakota,77.57,49.32,77.57,49.32,,
2024,north dakota state,81.46,115.04,81.46,115.04,,
2024,north texas,83.15,172.22,83.45,184.54,83.8,22.93
2024,northern arizona,84.13,55.49,84.13,55.49,,
2024,northern colorado,80.02,29.79,80.02,29.79,,
2024,northern illinois,82.27,149.96,82.62,163.48,83.57,12.29
2024,northern iowa,82.64,61.74,82.7,73.4,,
2024,northwestern,84.75,168.87,84.68,180.35,84.5,13.28
2024,notre dame,91.46,275.56,90.79,281.83,88.88,38.44
2024,ohio,82.95,156.49,82.79,169.05,82.6,15.2
2024,ohio state,92.79,289.1,92.81,309.04,92.86,57.96
2024,oklahoma,90.84,275.6,90.08,280.0,88.46,46.51
2024,oklahoma state,86.67,194.6,86.73,207.91,86.88,25.82
2024,old dominion,80.61,119.46,82.0,163.76,83.4,17.5
2024,ole miss,89.31,241.42,88.89,267.89,88.52,70.59
2024,oregon,92.19,293.2,91.63,302.98,90.46,67.85
2024,oregon state,85.09,176.16,85.56,204.37,86.06,30.22
