year,team,ranking_type,avg,points
2018,Sam Houston,recruiting,78.46,25.16
2018,Youngstown State,recruiting,78.43,25.11
2018,Alabama State,recruiting,78.38,24.94
2018,The Citadel,recruiting,82.29,24.53
2018,Houston Christian,recruiting,78.09,24.06
2018,Northwestern State,recruiting,78.09,24.05
2018,Gardner-Webb,recruiting,81.63,23.2
2018,Prairie View A&M,recruiting,81.45,22.85
2018,Idaho State,recruiting,75.47,21.73
2018,Lafayette,recruiting,80.09,20.12
2018,Incarnate Word,recruiting,79.59,19.12
2018,North Carolina A&T,recruiting,79.56,19.1
2018,Sacred Heart,recruiting,79.56,19.08
2018,South Dakota,recruiting,73.57,17.69
2018,Western Illinois,recruiting,78.48,16.91
2018,Villanova,recruiting,78.48,16.91
2018,Bethune-Cookman,recruiting,78.48,16.91
2018,Portland State,recruiting,75.61,16.74
2018,Duquesne,recruiting,78.31,16.59
2018,Texas Southern,recruiting,78.17,16.3
2018,Holy Cross,recruiting,75.44,16.26
2018,Samford,recruiting,77.72,15.4
2018,Elon,recruiting,77.56,15.09
2018,Charleston Southern,recruiting,85.0,15.0
2018,Northern Arizona,recruiting,84.61,14.61
2018,McNeese,recruiting,74.83,14.46
2018,Tarleton State,recruiting,82.67,12.67
2018,Rhode Island,recruiting,82.15,12.15
2018,Lehigh,recruiting,75.97,11.91
2018,Butler,recruiting,81.15,11.15
2018,William & Mary,recruiting,81.15,11.15
2018,Southeastern Louisiana,recruiting,81.11,11.11
2018,Towson,recruiting,75.47,10.92
2018,Savannah State,recruiting,80.04,10.04
2018,Mississippi Valley State,recruiting,79.53,9.53
2018,Florida A&M,recruiting,79.03,9.03
2018,Morgan State,recruiting,78.95,8.95
2018,Jacksonville,recruiting,78.89,8.89
2018,East Tennessee State,recruiting,78.53,8.53
2018,Richmond,recruiting,78.42,8.42
2018,Southeast Missouri State,recruiting,78.02,8.02
2018,Monmouth,recruiting,77.98,7.98
2018,New Hampshire,recruiting,77.98,7.98
2018,Delaware,recruiting,77.98,7.98
2018,Utah Tech,recruiting,77.98,7.98
2018,Virginia Military Institute,recruiting,77.98,7.98
2018,Colgate,recruiting,76.98,6.98
2018,Brown,recruiting,76.41,6.41
2018,Cal Poly,recruiting,75.97,5.97
2018,Morehead State,recruiting,75.8,5.8
2018,Wofford,recruiting,74.97,4.97
2018,South Dakota State,recruiting,74.97,4.97
2018,Wagner,recruiting,72.48,4.97
2018,Indiana State,recruiting,72.47,4.93
2018,Eastern Illinois,recruiting,73.97,3.97
2018,South Carolina State,recruiting,73.97,3.97
2018,Drake,recruiting,70.97,0.97
2018,Abilene Christian,recruiting,70.97,0.97
2019,Alabama,recruiting,94.42,317.52
2019,Georgia,recruiting,93.45,309.48
2019,Texas,recruiting,91.36,288.69
2019,Texas A&M,recruiting,91.05,285.7
2019,LSU,recruiting,90.95,284.94
2019,Oklahoma,recruiting,91.42,280.74
2019,Oregon,recruiting,90.85,279.44
2019,Michigan,recruiting,90.98,278.08
2019,Florida,recruiting,90.77,278.06
2019,Clemson,recruiting,89.98,276.49
2019,Auburn,recruiting,91.35,272.96
2019,Penn State,recruiting,91.25,272.68
2019,Tennessee,recruiting,90.67,270.32
2019,Ohio State,recruiting,92.02,262.3
2019,Washington,recruiting,90.36,260.26
2019,Notre Dame,recruiting,90.78,259.59
2019,Nebraska,recruiting,88.82,247.92
2019,Florida State,recruiting,89.32,245.78
2019,USC,recruiting,88.81,244.63
2019,Stanford,recruiting,88.39,244.61
2019,South Carolina,recruiting,89.21,244.36
2019,Ole Miss,recruiting,87.97,240.84
2019,Arkansas,recruiting,88.87,240.33
2019,Mississippi State,recruiting,88.6,238.93
2019,Purdue,recruiting,86.96,228.17
2019,Virginia Tech,recruiting,87.69,227.09
2019,Miami,recruiting,88.34,224.82
2019,Wisconsin,recruiting,88.21,223.14
2019,Arizona State,recruiting,87.03,222.71
2019,TCU,recruiting,86.91,221.79
2019,North Carolina,recruiting,86.54,221.53
2019,NC State,recruiting,87.05,221.2
2019,Michigan State,recruiting,87.79,221.18
2019,Kentucky,recruiting,86.92,207.7
2019,Baylor,recruiting,86.31,206.68
2019,Oklahoma State,recruiting,86.16,206.55
2019,Indiana,recruiting,86.09,206.27
2019,Missouri,recruiting,86.55,205.62
2019,Virginia,recruiting,86.06,204.97
2019,UCLA,recruiting,85.99,203.36
2019,Iowa,recruiting,85.75,201.04
2019,California,recruiting,86.01,200.89
2019,Utah,recruiting,86.47,200.86
2019,Colorado,recruiting,85.29,199.29
2019,Minnesota,recruiting,86.14,198.47
2019,Iowa State,recruiting,85.66,196.56
2019,Syracuse,recruiting,85.58,196.42
2019,Duke,recruiting,85.76,195.87
2019,West Virginia,recruiting,86.06,195.63
2019,Maryland,recruiting,86.01,195.18
2019,Georgia Tech,recruiting,85.88,192.41
2019,Northwestern,recruiting,86.35,192.16
2019,Oregon State,recruiting,84.83,189.89
2019,Pittsburgh,recruiting,85.27,187.05
2019,Boise State,recruiting,85.42,186.98
2019,Illinois,recruiting,86.46,186.83
2019,Vanderbilt,recruiting,84.85,186.66
2019,Wake Forest,recruiting,84.97,186.59
2019,Arizona,recruiting,85.09,186.44
2019,UCF,recruiting,84.56,183.87
2019,Florida Atlantic,recruiting,83.13,182.77
2019,Texas Tech,recruiting,84.58,181.87
2019,Boston College,recruiting,85.49,181.12
2019,Kansas State,recruiting,84.27,180.78
2019,Washington State,recruiting,84.7,178.29
2019,Rutgers,recruiting,84.68,178.18
2019,Cincinnati,recruiting,84.88,177.82
2019,Memphis,recruiting,84.06,176.87
2019,Kansas,recruiting,84.25,175.94
2019,SMU,recruiting,83.27,171.37
2019,Louisville,recruiting,85.3,169.47
2019,Houston,recruiting,84.3,168.66
2019,Marshall,recruiting,81.76,168.35
2019,Toledo,recruiting,83.19,165.78
2019,South Florida,recruiting,83.53,163.65
2019,UAB,recruiting,81.47,162.79
2019,North Texas,recruiting,83.15,162.68
2019,East Carolina,recruiting,82.87,162.31
2019,Louisiana,recruiting,82.05,162.17
2019,Troy,recruiting,82.16,161.89
2019,BYU,recruiting,82.52,160.34
2019,Southern Miss,recruiting,81.53,159.8
2019,Louisiana Tech,recruiting,82.77,159.28
2019,FIU,recruiting,82.81,158.72
2019,Middle Tennessee,recruiting,81.89,158.39
2019,Fresno State,recruiting,82.24,158.24
2019,Colorado State,recruiting,82.39,157.23
2019,Western Kentucky,recruiting,81.28,155.66
2019,Miami (OH),recruiting,80.88,153.48
2019,Utah State,recruiting,81.4,152.95
2019,San Diego State,recruiting,81.65,152.06
2019,Nevada,recruiting,81.91,150.97
2019,Western Michigan,recruiting,81.28,150.65
2019,Arkansas State,recruiting,80.77,146.44
2019,Tulane,recruiting,81.64,145.69
2019,UTSA,recruiting,81.16,143.61
2019,Wyoming,recruiting,80.43,142.52
2019,Appalachian State,recruiting,81.79,142.3
2019,Georgia State,recruiting,80.56,141.55
2019,Buffalo,recruiting,80.09,140.31
2019,Central Michigan,recruiting,80.2,139.37
2019,Ohio,recruiting,81.12,139.29
2019,Kent State,recruiting,80.21,139.26
2019,Temple,recruiting,81.63,138.92
2019,UNLV,recruiting,80.88,138.87
2019,Army,recruiting,80.48,136.28
2019,Northern Illinois,recruiting,80.86,135.07
2019,Tulsa,recruiting,80.23,134.88
2019,Portland State,recruiting,79.42,134.42
2019,UTEP,recruiting,78.51,133.31
2019,Air Force,recruiting,78.15,132.94
2019,Rice,recruiting,79.27,132.46
2019,Akron,recruiting,79.59,131.35
2019,UMass,recruiting,80.33,131.18
2019,Coastal Carolina,recruiting,78.83,130.25
2019,Hawaii,recruiting,80.19,130.23
2019,Old Dominion,recruiting,79.24,129.16
2019,UConn,recruiting,80.95,128.44
2019,Navy,recruiting,78.87,127.73
2019,New Mexico,recruiting,79.57,126.64
2019,New Mexico State,recruiting,79.3,126.08
2019,Georgia Southern,recruiting,79.59,125.87
2019,Louisiana-Monroe,recruiting,79.79,125.86
2019,Ball State,recruiting,80.1,123.81
2019,Harvard,recruiting,80.75,123.37
2019,South Alabama,recruiting,78.4,122.91
2019,San Jose State,recruiting,80.05,122.68
2019,Eastern Michigan,recruiting,78.35,119.17
2019,Princeton,recruiting,80.42,115.48
2019,Yale,recruiting,80.15,115.22
2019,Stephen F. Austin,recruiting,80.87,115.17
2019,Charlotte,recruiting,79.53,113.83
2019,Bowling Green,recruiting,78.9,113.57
2019,Texas State,recruiting,79.75,111.29
2019,Liberty,recruiting,81.0,109.24
2019,Central Arkansas,recruiting,79.19,107.38
2019,Idaho,recruiting,78.51,99.37
2019,Eastern Washington,recruiting,78.72,94.98
2019,Mercer,recruiting,78.84,92.77
2019,Eastern Kentucky,recruiting,76.83,90.58
2019,UC Davis,recruiting,80.28,90.3
2019,North Dakota State,recruiting,79.07,87.13
2019,Northern Arizona,recruiting,79.77,84.56
2019,Idaho State,recruiting,79.78,79.6
2019,Jacksonville State,recruiting,81.94,79.32
2019,Northern Iowa,recruiting,83.1,74.73
2019,Western Carolina,recruiting,80.75,70.8
2019,James Madison,recruiting,80.61,70.21
2019,Montana,recruiting,79.6,70.0
2019,Illinois State,recruiting,78.49,69.63
2019,Kennesaw State,recruiting,79.4,69.27
2019,Montana State,recruiting,79.11,67.08
2019,Pennsylvania,recruiting,80.69,61.47
2019,North Carolina A&T,recruiting,80.48,59.84
2019,Southern Utah,recruiting,80.19,58.39
2019,Texas Southern,recruiting,81.74,56.83
2019,Dartmouth,recruiting,81.4,55.46
2019,UT Martin,recruiting,79.56,55.16
2019,Murray State,recruiting,81.33,55.02
2019,Holy Cross,recruiting,79.05,51.97
2019,Southern,recruiting,83.04,51.25
2019,West Georgia,recruiting,80.36,50.65
2019,Sam Houston,recruiting,82.47,48.93
2019,Nicholls,recruiting,80.03,48.78
2019,Houston Christian,recruiting,77.03,47.69
2019,Tennessee State,recruiting,82.08,47.47
2019,East Tennessee State,recruiting,81.88,46.74
2019,Austin Peay,recruiting,78.12,46.33
2019,Georgetown,recruiting,79.39,45.69
2019,Incarnate Word,recruiting,73.24,43.73
2019,Howard,recruiting,78.89,43.26
2019,Florida A&M,recruiting,84.2,42.28
2019,Villanova,recruiting,80.68,41.96
2019,Grand Valley State,recruiting,77.17,41.78
2019,Southern Illinois,recruiting,76.98,40.71
2019,McNeese,recruiting,80.17,40.02
2019,Prairie View A&M,recruiting,80.04,39.46
2019,Weber State,recruiting,80.0,39.34
2019,New Hampshire,recruiting,77.97,38.75
2019,Utah Tech,recruiting,79.79,38.59
2019,Eastern Illinois,recruiting,79.54,37.8
2019,Stony Brook,recruiting,82.4,36.85
2019,Lamar,recruiting,79.14,35.87
2019,Delaware,recruiting,79.11,35.69
2019,Richmond,recruiting,81.93,35.47
2019,Chattanooga,recruiting,78.98,35.33
2019,Cal Poly,recruiting,78.85,34.88
2019,Furman,recruiting,78.88,34.8
2019,Fordham,recruiting,78.29,32.6
2019,Indiana State,recruiting,78.25,32.43
2019,Wofford,recruiting,76.36,31.11
2019,Southeastern Louisiana,recruiting,80.35,30.77
2019,Sacramento State,recruiting,79.89,29.44
2019,Abilene Christian,recruiting,79.44,28.13
2019,North Dakota,recruiting,79.28,27.56
2019,Northern Colorado,recruiting,77.0,27.53
2019,San Diego,recruiting,77.0,27.48
2019,North Carolina Central,recruiting,82.71,25.35
2019,Southeast Missouri State,recruiting,82.44,24.83
2019,South Dakota,recruiting,78.3,24.64
2019,Youngstown State,recruiting,81.67,23.27
2019,Bucknell,recruiting,77.63,22.69
2019,Maine,recruiting,81.26,22.48
2019,Morgan State,recruiting,81.17,22.28
2019,Lafayette,recruiting,80.89,21.73
2019,Alcorn State,recruiting,80.83,21.6
2019,Missouri State,recruiting,80.72,21.4
2019,Rhode Island,recruiting,80.06,20.06
2019,Northwestern State,recruiting,79.86,19.66
2019,Samford,recruiting,79.5,18.94
2019,South Dakota State,recruiting,76.0,17.91
2019,Gardner-Webb,recruiting,78.72,17.41
2019,The Citadel,recruiting,78.72,17.39
2019,Arkansas-Pine Bluff,recruiting,78.25,16.46
2019,Elon,recruiting,78.08,16.14
2019,William & Mary,recruiting,78.03,16.01
2019,Colgate,recruiting,74.37,13.1
2019,Monmouth,recruiting,82.0,12.0
2019,Alabama A&M,recruiting,75.83,11.67
2019,Bethune-Cookman,recruiting,81.56,11.56
2019,Hampton,recruiting,81.0,11.0
2019,Grambling State,recruiting,80.67,10.67
2019,Saint Francis (PA),recruiting,80.06,10.06
2019,Charleston Southern,recruiting,79.06,9.06
2019,Mississippi Valley State,recruiting,79.06,9.06
2019,Albany,recruiting,78.94,8.94
2019,Alabama State,recruiting,78.0,8.0
2019,Duquesne,recruiting,77.56,7.56
2019,Tennessee Tech,recruiting,75.0,5.0
2019,Tarleton State,recruiting,75.0,5.0
2019,North Alabama,recruiting,72.0,4.0
2020,Georgia,recruiting,93.08,313.48
2020,Alabama,recruiting,93.66,310.49
2020,Clemson,recruiting,93.56,309.9
2020,LSU,recruiting,93.39,299.07
2020,Ohio State,recruiting,91.93,295.38
2020,Texas A&M,recruiting,91.33,290.16
2020,Auburn,recruiting,91.11,276.49
2020,Florida,recruiting,90.94,273.97
2020,Texas,recruiting,91.87,273.72
2020,Michigan,recruiting,90.81,263.84
2020,Tennessee,recruiting,90.15,263.23
2020,Oklahoma,recruiting,90.64,261.3
2020,Oregon,recruiting,90.44,261.3
2020,North Carolina,recruiting,89.15,258.88
2020,Penn State,recruiting,89.8,257.63
2020,Miami,recruiting,90.29,256.78
2020,Washington,recruiting,88.44,256.38
2020,Notre Dame,recruiting,90.92,252.48
2020,South Carolina,recruiting,88.87,251.91
2020,Nebraska,recruiting,88.55,245.98
2020,TCU,recruiting,88.92,241.44
2020,Stanford,recruiting,87.43,241.34
2020,Florida State,recruiting,88.22,240.39
2020,Arizona State,recruiting,88.32,234.08
2020,Kentucky,recruiting,88.67,232.42
2020,Wisconsin,recruiting,88.1,228.15
2020,Georgia Tech,recruiting,87.5,225.23
2020,Mississippi State,recruiting,87.84,223.59
2020,Arkansas,recruiting,86.51,216.31
2020,Utah,recruiting,86.82,215.71
2020,Maryland,recruiting,85.95,213.34
2020,Purdue,recruiting,86.78,212.5
2020,UCLA,recruiting,87.27,211.97
2020,Iowa,recruiting,86.79,207.74
2020,Ole Miss,recruiting,87.52,206.9
2020,Colorado,recruiting,85.94,205.66
2020,West Virginia,recruiting,86.81,204.17
2020,Minnesota,recruiting,86.15,203.29
2020,Michigan State,recruiting,86.07,199.25
2020,Oklahoma State,recruiting,85.79,199.21
2020,Louisville,recruiting,85.9,199.14
2020,Cincinnati,recruiting,85.65,198.82
2020,NC State,recruiting,86.01,198.72
2020,California,recruiting,85.86,198.16
2020,Pittsburgh,recruiting,86.44,196.78
2020,Iowa State,recruiting,85.42,195.01
2020,Northwestern,recruiting,86.83,194.21
2020,Texas Tech,recruiting,85.45,191.98
2020,Virginia,recruiting,86.51,189.24
2020,Baylor,recruiting,85.84,186.72
2020,Missouri,recruiting,86.12,186.63
2020,Kansas State,recruiting,84.73,186.6
2020,Oregon State,recruiting,85.3,186.31
2020,Vanderbilt,recruiting,85.06,186.18
2020,Washington State,recruiting,84.52,184.41
2020,Kansas,recruiting,84.28,183.14
2020,Syracuse,recruiting,84.36,182.1
2020,Indiana,recruiting,85.36,181.46
2020,USC,recruiting,87.52,181.23
2020,Arizona,recruiting,83.98,178.56
2020,Wake Forest,recruiting,83.93,177.93
2020,Rutgers,recruiting,84.58,176.88
2020,Boston College,recruiting,85.14,175.73
2020,Duke,recruiting,85.41,175.71
2020,Memphis,recruiting,84.46,174.43
2020,Boise State,recruiting,84.67,173.83
2020,Florida Atlantic,recruiting,83.8,170.25
2020,North Texas,recruiting,83.77,170.22
2020,SMU,recruiting,84.59,169.78
2020,Tulane,recruiting,83.67,169.38
2020,Houston,recruiting,83.98,169.07
2020,Toledo,recruiting,83.53,168.78
2020,East Carolina,recruiting,82.75,168.17
2020,Charlotte,recruiting,82.29,168.17
2020,UCF,recruiting,84.18,167.0
2020,FIU,recruiting,82.87,166.37
2020,Virginia Tech,recruiting,85.31,166.34
2020,Southern Miss,recruiting,82.59,165.85
2020,Louisiana Tech,recruiting,83.22,165.74
2020,UNLV,recruiting,81.98,164.53
2020,BYU,recruiting,82.46,163.85
2020,Louisiana,recruiting,83.25,162.14
2020,Illinois,recruiting,84.35,161.78
2020,Troy,recruiting,81.71,161.59
2020,Western Kentucky,recruiting,81.73,160.72
2020,Bowling Green,recruiting,81.14,158.43
2020,Appalachian State,recruiting,82.87,158.26
2020,Western Michigan,recruiting,82.65,156.48
2020,Liberty,recruiting,81.09,155.98
2020,Northern Illinois,recruiting,81.11,155.35
2020,UAB,recruiting,82.54,155.1
2020,UTSA,recruiting,82.84,154.97
2020,Miami (OH),recruiting,81.73,154.71
2020,Arkansas State,recruiting,82.01,154.69
2020,San Diego State,recruiting,82.25,154.29
2020,Middle Tennessee,recruiting,82.21,153.56
2020,Rice,recruiting,82.64,152.3
2020,Marshall,recruiting,81.2,151.9
2020,Old Dominion,recruiting,81.62,151.44
2020,Coastal Carolina,recruiting,81.83,150.26
2020,Georgia Southern,recruiting,81.49,149.97
2020,Texas State,recruiting,81.85,149.86
2020,Colorado State,recruiting,82.17,149.56
2020,Fresno State,recruiting,82.43,149.15
2020,Temple,recruiting,82.53,149.04
2020,UMass,recruiting,81.63,148.9
2020,New Mexico,recruiting,80.96,148.25
2020,Eastern Michigan,recruiting,80.72,147.55
2020,South Alabama,recruiting,81.58,147.48
2020,South Florida,recruiting,83.42,146.07
2020,Kent State,recruiting,81.26,144.67
2020,Air Force,recruiting,80.05,144.45
2020,Georgia State,recruiting,82.84,144.29
2020,Central Michigan,recruiting,80.56,142.65
2020,Army,recruiting,79.45,141.55
2020,Wyoming,recruiting,80.75,141.13
2020,Tulsa,recruiting,81.66,140.59
2020,UConn,recruiting,80.84,138.5
2020,San Jose State,recruiting,81.19,138.46
2020,Nevada,recruiting,80.34,136.79
2020,Louisiana-Monroe,recruiting,80.87,136.27
2020,Ball State,recruiting,80.43,135.67
2020,Utah State,recruiting,80.6,134.56
2020,Hawaii,recruiting,80.59,134.5
2020,Akron,recruiting,80.47,134.45
2020,Navy,recruiting,79.03,130.1
2020,New Mexico State,recruiting,79.78,122.42
2020,Ohio,recruiting,80.56,119.88
2020,Eastern Washington,recruiting,79.58,118.6
2020,UTEP,recruiting,78.51,117.89
2020,Buffalo,recruiting,80.07,117.56
2020,Princeton,recruiting,81.57,107.68
2020,UC Davis,recruiting,79.92,106.7
2020,Montana State,recruiting,80.33,102.77
2020,Idaho,recruiting,78.2,97.0
2020,Cal Poly,recruiting,80.95,95.32
2020,Tennessee State,recruiting,82.8,93.56
2020,Sacramento State,recruiting,82.33,90.94
2020,Northern Arizona,recruiting,80.04,86.58
2020,Yale,recruiting,79.63,84.71
2020,Stephen F. Austin,recruiting,83.74,78.61
2020,Harvard,recruiting,80.67,78.14
2020,North Dakota State,recruiting,77.73,78.08
2020,Utah Tech,recruiting,80.13,74.22
2020,Northern Iowa,recruiting,79.42,70.93
2020,Villanova,recruiting,82.12,69.71
2020,Gardner-Webb,recruiting,81.85,67.88
2020,Dartmouth,recruiting,81.48,65.72
2020,Central Arkansas,recruiting,82.97,62.65
2020,Columbia,recruiting,80.87,62.14
2020,Eastern Kentucky,recruiting,80.62,60.97
2020,Southern Utah,recruiting,79.29,60.62
2020,Rhode Island,recruiting,85.01,58.87
2020,Illinois State,recruiting,78.65,56.84
2020,Pennsylvania,recruiting,81.5,56.02
2020,Kennesaw State,recruiting,81.34,55.24
2020,James Madison,recruiting,79.33,53.91
2020,Furman,recruiting,78.13,53.6
2020,Montana,recruiting,78.97,51.44
2020,Nicholls,recruiting,83.11,51.36
2020,Idaho State,recruiting,80.4,50.3
2020,Portland State,recruiting,79.6,46.6
2020,Southeastern Louisiana,recruiting,81.83,46.54
2020,Eastern Illinois,recruiting,78.99,44.06
2020,Davidson,recruiting,81.0,43.2
2020,Holy Cross,recruiting,78.73,42.48
2020,Morgan State,recruiting,84.02,41.7
2020,Georgetown,recruiting,78.49,41.07
2020,Southern,recruiting,83.52,40.22
2020,Missouri State,recruiting,80.15,39.83
2020,South Dakota,recruiting,79.85,39.0
2020,Grambling State,recruiting,79.79,38.86
2020,Southeast Missouri State,recruiting,82.91,38.43
2020,Elon,recruiting,82.56,37.34
2020,Austin Peay,recruiting,79.47,37.22
2020,Northern Colorado,recruiting,79.42,36.98
2020,East Tennessee State,recruiting,79.24,36.33
2020,McNeese,recruiting,82.0,35.71
2020,North Carolina Central,recruiting,81.74,34.89
2020,Samford,recruiting,81.61,34.52
2020,Jacksonville State,recruiting,81.53,34.41
2020,Weber State,recruiting,78.5,33.37
2020,Murray State,recruiting,81.02,32.85
2020,Campbell,recruiting,81.04,32.78
2020,Western Carolina,recruiting,80.02,29.81
2020,Brown,recruiting,77.3,28.92
2020,Florida A&M,recruiting,79.48,28.36
2020,Youngstown State,recruiting,84.06,28.04
2020,Prairie View A&M,recruiting,83.69,27.31
2020,Sam Houston,recruiting,83.56,27.03
2020,Lamar,recruiting,82.33,24.61
2020,UT Martin,recruiting,82.06,24.04
2020,Western Illinois,recruiting,78.0,23.8
2020,Stony Brook,recruiting,81.69,23.31
2020,Hampton,recruiting,81.67,23.28
2020,Indiana State,recruiting,77.61,22.64
2020,South Dakota State,recruiting,81.08,22.11
2020,Southern Illinois,recruiting,75.5,21.8
2020,Houston Christian,recruiting,80.5,20.96
2020,Tennessee Tech,recruiting,80.5,20.94
2020,Northwestern State,recruiting,80.42,20.78
2020,Delaware,recruiting,80.24,20.42
2020,Virginia Military Institute,recruiting,80.22,20.39
2020,Bucknell,recruiting,80.18,20.31
2020,North Carolina A&T,recruiting,80.07,20.1
